"observedAbundance","meanAnnualTemp","meanSummerTemp","annualPrecipitation","summerPrecipitation","distance2edge","totalEdge"
1,-0.202843661579961,-0.790073776451156,1.23683214735199,-0.0375490711939022,-0.817644456053929,-1.8215461332228
5,-0.538690914195368,0.429059118476597,-0.728696914366839,-0.352922346869878,0.790750893301108,-2.12484898132499
0,1.13558760042652,1.25015706490113,-0.792060420147624,-0.994465671194125,-1.01590835668302,-0.818446634898115
1,-0.566839733611478,-0.496500034520934,-0.0422688330872921,-0.279405633724048,0.633147645463803,-0.117248433779391
8,1.36220129830891,2.10650100552035,1.86487715562289,2.73643472296177,2.07756521146319,-1.50061261683774
3,1.58326437742461,0.990484118078037,1.29887978958363,1.14547698443489,1.5952155272276,0.981108492285631
1,0.59225161049531,1.18232280297605,0.0213252704453218,0.430357539762076,-0.31349368364464,-0.237889022249056
0,0.0871201514911454,-0.0262957723338898,1.20997271263479,1.07312139442291,0.260850527436237,1.32610839127676
1,0.499571264648094,0.396973539517239,-1.36674476195228,-1.49334207742094,-0.700351794595482,-0.101596189310773
0,0.436151321352347,0.931635553672274,0.151900073249498,1.09747193376736,-2.19238010682826,-0.342510345376052
0,-1.54845243176228,-2.15800710425196,1.83222001469126,1.44617488097842,-0.49766454604482,1.2247834461047
0,-1.33290260899966,-1.48926679856673,0.196395152406492,-0.132295320174686,-0.656496163812456,-0.212854959408836
16,2.47303468927324,2.21210670386812,-0.230630358149405,0.761424536795151,-0.523361809290956,-0.873122556129005
2,-1.51433958262198,-1.09477875309243,-0.139805662572241,0.195699772414957,-0.610913655734953,-0.655199962102066
1,-0.339854079195782,-0.193667335805515,0.267374911810576,-0.540421875932859,0.697926988054825,1.12516105835503
1,-0.622910437832419,-0.38790506984817,-0.809786704397434,-0.0469758196279495,0.319162713930514,2.3120208189918
0,-1.50488077293133,-1.72618979249518,0.737862216144919,0.0372078330903005,1.20386964135334,0.481773352434322
2,0.837623053582876,0.712272661340671,0.337668188329466,-0.188246733043478,0.0232047843066486,-0.480285531775998
10,-0.622372264758094,-1.26585937218642,-0.56192532639704,-2.13575549091711,-0.210293808371218,-1.98121923184814
2,0.840987178631376,0.863893987138308,-1.43830492565007,-1.28959352468978,-0.830458777768239,1.2028960322343
0,-0.0286449707879291,0.204491007636569,-1.19174573204112,-0.918949930465188,0.774465126259854,1.08866494794423
1,-0.913789066264952,-1.21299099745687,-0.763455946723648,-1.2608842582088,1.6593052000394,-0.258076362598474
2,-0.175060531899784,-0.0965353192031245,-0.438088479013915,0.475797783787363,0.326905969410489,0.19938124604719
4,-0.0308903521880196,-0.0448235372109317,-0.95942902773124,-0.407471955318122,0.944107658207255,-0.57226570193819
0,-0.788072817848914,-1.14209723386373,0.141371183692289,0.193122955811316,-0.391305527671434,-1.0203330213601
3,0.800510706485632,0.802253048473276,-0.125140606215889,1.34945745828652,0.446073272164459,0.296555078883878
0,0.839465189541862,0.484667089415138,0.574838234499396,-0.359988386553683,0.547419931900493,-0.454053507278986
3,0.0731942073201387,0.364051635788994,-0.499763230747427,-0.318876315979646,-0.92948341527097,1.04322297771303
1,-0.757766081293119,-0.259347172795691,0.724008812622664,1.01479375959265,-0.355133609629473,0.0171869761937749
3,0.210849894027183,0.235155861620567,-1.16059445518695,-1.76489976700365,-0.636800291167157,-1.30092985518084
3,0.0606790487461753,0.391972807570587,-0.46709051605176,-0.706692268056784,0.238642723201403,-1.23049192412987
1,2.22528864455805,2.28000696227653,-1.07720364161755,-0.69802604468773,1.06119684014452,0.220675728870734
0,-0.894763535906134,-1.1585104027028,1.47283618054237,0.948662621137,0.138677516863655,-0.073538318641477
1,-0.253471933861584,-0.126057144399527,0.538054567714437,0.460867665013987,0.636968507260871,-0.612459702232626
